,source,target
85435,27363,10737
85436,27363,11124
85437,27363,11374
85438,27363,11617
85439,27363,11631
85440,27363,20301
85441,27363,12087
85442,27363,12231
85443,27363,12280
85444,27363,12288
85445,27363,12306
85446,27363,26647
85447,27363,12467
85448,27363,12630
85449,27363,12653
85450,27363,12741
85451,27363,12743
85452,27363,12780
85453,27363,13155
85454,27363,13177
85455,27363,26857
85456,27363,13757
85457,27363,13841
85458,27363,14286
85459,27363,14400
85460,27363,14430
85461,27363,14439
85462,27363,14491
85463,27363,14831
85464,27363,14881
85465,27363,15412
85466,27363,15655
85467,27363,15778
85468,27363,15883
85469,27363,15921
85470,27363,16261
85471,27363,16431
85472,27363,16600
85473,27363,16788
85474,27363,32331
85475,27363,17083
85476,27363,33198
85477,27363,17723
85478,27363,17750
85479,27363,17929
85480,27363,17982
85481,27363,15238
85482,27363,18134
85483,27363,22268
85484,27363,18215
85485,27363,18379
85486,27363,33012
85487,27363,3841
85488,27363,19324
85489,27363,6872
85490,27363,19764
85491,27363,19819
85492,27363,19928
85493,27363,10559
85494,27363,4278
85495,27363,20478
85496,27363,20519
85497,27363,34734
85498,27363,20785
85499,27363,20915
85500,27363,21034
85501,27363,20303
85502,27363,21798
85503,27363,21803
85504,27363,22334
85505,27363,22355
85506,27363,22452
85507,27363,22459
85508,27363,23017
85509,27363,23047
85510,27363,23120
85511,27363,23127
85512,27363,33466
85513,27363,23775
85514,27363,23958
85515,27363,24130
85516,27363,24272
85517,27363,24291
85518,27363,24350
85519,27363,24587
85520,27363,16327
85521,27363,24830
85522,27363,3221
85523,27363,24905
85524,27363,24928
85525,27363,25060
85526,27363,25132
85527,27363,25424
85528,27363,25526
85529,27363,25752
85530,27363,25850
85531,27363,25887
85532,27363,16524
85533,27363,26077
85534,27363,26569
85535,27363,26634
85536,27363,27048
85537,27363,27123
85538,27363,27183
85539,27363,27205
85540,27363,4494
85541,27363,30710
85542,27363,31518
85543,27363,37198
85544,27363,34487
85545,27363,30138
85546,27363,31659
85547,27363,2575
85548,27363,32961
85549,27363,35822
85550,27363,31392
85551,27363,35186
85552,27363,29536
85553,27363,33006
85554,27363,12985
85555,27363,35324
85556,27363,32991
85557,27363,35867
85558,27363,35728
85559,27363,33963
85560,27363,30219
85561,27363,37566
85562,27363,36544
85563,27363,37206
85564,27363,32717
85565,27363,34299
85566,27363,35258
85567,27363,29685
85568,27363,36894
85569,27363,34536
85570,27363,34627
85571,27363,29593
85572,27363,36921
85573,27363,35291
85574,27363,34598
85575,27363,36459
85576,27363,13719
85577,27363,23676
85578,27363,16496
85579,27363,24521
85580,27363,28183
85581,27363,43
85582,27363,28442
85583,27363,30303
85584,27363,22748
85585,27363,29805
85586,27363,10154
85587,27363,94
85588,27363,34774
85589,27363,31572
85590,27363,27808
85591,27363,33937
85592,27363,184
85593,27363,35060
85594,27363,12525
85595,27363,10488
85596,27363,3734
85597,27363,34781
85598,27363,27961
85599,27363,11968
85600,27363,36736
85601,27363,33008
85602,27363,33189
85603,27363,5825
85604,27363,31299
85605,27363,27511
85606,27363,32561
85607,27363,37471
85608,27363,34849
85609,27363,33217
85610,27363,30397
85611,27363,18318
85612,16119,119
85613,16119,175
85614,16119,192
85615,16119,227
85616,16119,18395
85617,16119,378
85618,16119,440
85619,16119,463
85620,16119,592
85621,16119,618
85622,16119,708
85623,16119,751
85624,16119,874
85625,16119,893
85626,16119,974
85627,16119,1002
85628,16119,1095
85629,16119,1129
85630,16119,1140
85631,16119,1200
85632,16119,29310
85633,16119,24729
85634,16119,1544
85635,16119,1735
85636,16119,1894
85637,16119,18687
85638,16119,1965
85639,16119,2022
85640,16119,31285
85641,16119,31298
85642,16119,2281
85643,16119,2556
85644,16119,31154
85645,16119,2578
85646,16119,453
85647,16119,2806
85648,16119,2883
85649,16119,2901
85650,16119,24994
85651,16119,3060
85652,16119,3236
85653,16119,6610
85654,16119,3312
85655,16119,3317
85656,16119,3439
85657,16119,3464
85658,16119,3508
85659,16119,3509
85660,16119,3554
85661,16119,3572
85662,16119,3678
85663,16119,3776
85664,16119,3829
85665,16119,4001
85666,16119,4024
85667,16119,4292
85668,16119,773
85669,16119,4683
85670,16119,33444
85671,16119,4757
85672,16119,4870
85673,16119,4964
85674,16119,5000
85675,16119,5048
85676,16119,31846
85677,16119,25384
85678,16119,5245
85679,16119,5299
85680,16119,902
85681,16119,5420
85682,16119,5430
85683,16119,5547
85684,16119,5601
85685,16119,5667
85686,16119,5731
85687,16119,5752
85688,16119,5791
85689,16119,5930
85690,16119,6064
85691,16119,32026
85692,16119,73
85693,16119,6090
85694,16119,6165
85695,16119,6486
85696,16119,36470
85697,16119,6546
85698,16119,2970
85699,16119,6562
85700,16119,3778
85701,16119,6794
85702,16119,36586
85703,16119,6854
85704,16119,6900
85705,16119,34359
85706,16119,7182
85707,16119,5344
85708,16119,22854
85709,16119,7339
85710,16119,7618
85711,16119,6786
85712,16119,7810
85713,16119,31996
85714,16119,7837
85715,16119,7928
85716,16119,7968
85717,16119,8037
85718,16119,8097
85719,16119,8327
85720,16119,8389
85721,16119,19738
85722,16119,8440
85723,16119,8625
85724,16119,8668
85725,16119,8775
85726,16119,8881
85727,16119,17121
85728,16119,8927
85729,16119,9055
85730,16119,9075
85731,16119,9143
85732,16119,19039
85733,16119,36006
85734,16119,9532
85735,16119,37015
85736,16119,11484
85737,16119,9880
85738,16119,10043
85739,16119,1691
85740,16119,10071
85741,16119,10102
85742,16119,18945
85743,16119,10403
85744,16119,35791
85745,16119,10656
85746,16119,7034
85747,16119,11009
85748,16119,11019
85749,16119,11028
85750,16119,11032
85751,16119,11087
85752,16119,11101
85753,16119,11124
85754,16119,11137
85755,16119,23009
85756,16119,26451
85757,16119,11425
85758,16119,11534
85759,16119,11566
85760,16119,11630
85761,16119,26547
85762,16119,11911
85763,16119,11921
85764,16119,12068
85765,16119,14228
85766,16119,12160
85767,16119,12179
85768,16119,12202
85769,16119,12209
85770,16119,12254
85771,16119,12376
85772,16119,12652
85773,16119,12671
85774,16119,12673
85775,16119,12693
85776,16119,12738
85777,16119,12906
85778,16119,13056
85779,16119,13163
85780,16119,24880
85781,16119,13486
85782,16119,33403
85783,16119,13686
85784,16119,13708
85785,16119,13735
85786,16119,13759
85787,16119,13838
85788,16119,13857
85789,16119,13955
85790,16119,14018
85791,16119,14091
85792,16119,11452
85793,16119,14148
85794,16119,14186
85795,16119,33569
85796,16119,14436
85797,16119,14466
85798,16119,20804
85799,16119,29259
85800,16119,25551
85801,16119,14578
85802,16119,14637
85803,16119,14670
85804,16119,14766
85805,16119,14783
85806,16119,14814
85807,16119,14879
85808,16119,14895
85809,16119,14922
85810,16119,29358
85811,16119,15178
85812,16119,15350
85813,16119,15441
85814,16119,15625
85815,16119,15650
85816,16119,15669
85817,16119,21805
85818,16119,15952
85819,16119,15963
85820,16119,15994
85821,16119,16098
85822,16119,16132
85823,16119,16154
85824,16119,16169
85825,16119,16246
85826,16119,16302
85827,16119,16350
85828,16119,16371
85829,16119,16390
85830,16119,16428
85831,16119,16579
85832,16119,16723
85833,16119,16854
85834,16119,16911
85835,16119,17033
85836,16119,17039
85837,16119,17083
85838,16119,17202
85839,16119,17204
85840,16119,17492
85841,16119,8969
85842,16119,17571
85843,16119,17658
85844,16119,17666
85845,16119,17733
85846,16119,17814
85847,16119,17824
85848,16119,17847
85849,16119,18026
85850,16119,18084
85851,16119,17607
85852,16119,18410
85853,16119,21376
85854,16119,37591
85855,16119,2021
85856,16119,18774
85857,16119,19096
85858,16119,4841
85859,16119,19154
85860,16119,4919
85861,16119,19305
85862,16119,19352
85863,16119,19428
85864,16119,19669
85865,16119,19735
85866,16119,19962
85867,16119,19974
85868,16119,20062
85869,16119,10559
85870,16119,20131
85871,16119,20291
85872,16119,20400
85873,16119,29711
85874,16119,20547
85875,16119,32404
85876,16119,20581
85877,16119,20625
85878,16119,20702
85879,16119,21022
85880,16119,21070
85881,16119,21204
85882,16119,21322
85883,16119,21380
85884,16119,21411
85885,16119,18796
85886,16119,21602
85887,16119,34962
85888,16119,22062
85889,16119,22110
85890,16119,22272
85891,16119,22442
85892,16119,25630
85893,16119,22500
85894,16119,22685
85895,16119,22782
85896,16119,22894
85897,16119,23050
85898,16119,23072
85899,16119,23111
85900,16119,23150
85901,16119,28524
85902,16119,23349
85903,16119,23371
85904,16119,28535
85905,16119,23403
85906,16119,23576
85907,16119,23604
85908,16119,23789
85909,16119,23829
85910,16119,35290
85911,16119,24000
85912,16119,24049
85913,16119,24065
85914,16119,24181
85915,16119,24207
85916,16119,24225
85917,16119,24333
85918,16119,24402
85919,16119,24460
85920,16119,24675
85921,16119,24711
85922,16119,17854
85923,16119,24830
85924,16119,24839
85925,16119,32878
85926,16119,24901
85927,16119,24950
85928,16119,24981
85929,16119,25023
85930,16119,25024
85931,16119,25098
85932,16119,36426
85933,16119,25110
85934,16119,4362
85935,16119,19812
85936,16119,25236
85937,16119,25259
85938,16119,25324
85939,16119,25392
85940,16119,25398
85941,16119,32627
85942,16119,25482
85943,16119,25541
85944,16119,13393
85945,16119,25606
85946,16119,25608
85947,16119,25647
85948,16119,25752
85949,16119,25771
85950,16119,25842
85951,16119,20798
85952,16119,26065
85953,16119,26077
85954,16119,37095
85955,16119,31505
85956,16119,26159
85957,16119,26272
85958,16119,26430
85959,16119,11723
85960,16119,26608
85961,16119,26764
85962,16119,26778
85963,16119,26842
85964,16119,13991
85965,16119,26936
85966,16119,27013
85967,16119,37042
85968,16119,15023
85969,16119,27104
85970,16119,27282
85971,16119,27400
85972,16119,27427
85973,16119,36339
85974,16119,26413
85975,16119,27739
85976,16119,19772
85977,16119,11479
85978,16119,28036
85979,16119,28192
85980,16119,28365
85981,16119,28446
85982,16119,28512
85983,16119,28738
85984,16119,28954
85985,16119,28996
85986,16119,29199
85987,16119,29303
85988,16119,29395
85989,16119,29470
85990,16119,29553
85991,16119,29612
85992,16119,33208
85993,16119,29643
85994,16119,29800
85995,16119,29854
85996,16119,29997
85997,16119,30007
85998,16119,30108
85999,16119,30147
86000,16119,30166
86001,16119,30189
86002,16119,30206
86003,16119,30301
86004,16119,30308
86005,16119,22402
86006,16119,30489
86007,16119,30606
86008,16119,33794
86009,16119,26156
86010,16119,30657
86011,16119,30681
86012,16119,30723
86013,16119,30796
86014,16119,30906
86015,16119,30956
86016,16119,30971
86017,16119,30993
86018,16119,31170
86019,16119,31176
86020,16119,36611
86021,16119,31304
86022,16119,31330
86023,16119,31365
86024,16119,31428
86025,16119,2816
86026,16119,21085
86027,16119,31509
86028,16119,31662
86029,16119,26534
86030,16119,12509
86031,16119,32050
86032,16119,32097
86033,16119,32103
86034,16119,32239
86035,16119,32261
86036,16119,28789
86037,16119,32346
86038,16119,32506
86039,16119,32529
86040,16119,32710
86041,16119,32776
86042,16119,32819
86043,16119,32929
86044,16119,32992
86045,16119,33018
86046,16119,20376
86047,16119,33054
86048,16119,22739
86049,16119,33236
86050,16119,33376
86051,16119,33471
86052,16119,33543
86053,16119,33629
86054,16119,21334
86055,16119,35126
86056,16119,36528
86057,16119,23112
86058,16119,23086
86059,16119,34799
86060,16119,35219
86061,16119,30565
86062,16119,33952
86063,16119,36271
86064,16119,33973
86065,16119,35258
86066,16119,24244
86067,16119,36581
86068,16119,35961
86069,16119,36630
86070,16119,23809
86071,16119,35342
86072,16119,31387
86073,16119,34125
86074,16119,3460
86075,16119,36089
86076,16119,37036
86077,16119,23919
86078,16119,36790
86079,16119,34225
86080,16119,32414
86081,16119,35822
86082,16119,36888
86083,16119,18787
86084,16119,37341
86085,16119,6250
86086,16119,35644
86087,16119,37587
86088,16119,17660
86089,16119,35358
86090,16119,31255
86091,16119,34507
86092,26293,30320
86093,26293,1402
86094,26293,1445
86095,26293,2635
86096,26293,3378
86097,26293,3398
86098,26293,5188
86099,26293,34689
86100,26293,10937
86101,26293,12596
86102,26293,14873
86103,26293,15443
86104,26293,15238
86105,26293,6872
86106,26293,26784
86107,26293,29274
86108,26293,23631
86109,26293,24695
86110,26293,17854
86111,26293,25424
86112,26293,25887
86113,26293,16259
86114,26293,30685
86115,26293,19645
86116,26293,15875
86117,26293,29496
86118,26293,10794
86119,26293,36788
86120,26293,28512
86121,26293,35236
86122,24953,554
86123,24953,3455
86124,24953,1095
86125,24953,1103
86126,24953,1119
86127,24953,1164
86128,24953,3756
86129,24953,4001
86130,24953,4370
86131,24953,4752
86132,24953,4833
86133,24953,828
86134,24953,5634
86135,24953,36326
86136,24953,19738
86137,24953,8625
86138,24953,9588
86139,24953,9875
86140,24953,11406
86141,24953,33073
86142,24953,11803
86143,24953,12038
86144,24953,12046
86145,24953,12138
86146,24953,13177
86147,24953,13955
86148,24953,27620
86149,24953,14609
86150,24953,36107
86151,24953,15115
86152,24953,15342
86153,24953,15986
86154,24953,16079
86155,24953,16095
86156,24953,16098
86157,24953,17302
86158,24953,21374
86159,24953,19593
86160,24953,19745
86161,24953,19928
86162,24953,21793
86163,24953,22337
86164,24953,23925
86165,24953,22642
86166,24953,22889
86167,24953,23048
86168,24953,23531
86169,24953,2092
86170,24953,32589
86171,24953,30101
86172,24953,17525
86173,24953,25302
86174,24953,24185
86175,24953,36860
86176,24953,33397
86177,24953,28875
86178,24953,31364
86179,24953,36621
86180,24953,37443
86181,24953,33096
86182,24953,35658
86183,24953,35186
86184,24953,28915
86185,24953,30163
86186,24953,25185
86187,24953,30247
86188,24953,35513
86189,24953,30468
86190,24953,33698
86191,24953,35832
86192,24343,1722
86193,24343,1924
86194,24343,2635
86195,24343,4370
86196,24343,4817
86197,24343,29388
86198,24343,5634
86199,24343,7490
86200,24343,35747
86201,24343,8531
86202,24343,9677
86203,24343,11441
86204,24343,33073
86205,24343,33211
86206,24343,13609
86207,24343,27728
86208,24343,15321
86209,24343,16098
86210,24343,16264
86211,24343,27200
86212,24343,13598
86213,24343,20571
86214,24343,20598
86215,24343,8646
86216,24343,20920
86217,24343,26979
86218,24343,35291
86219,24343,31659
86220,24343,26245
86221,24343,30188
86222,24343,17633
86223,24343,27315
86224,24343,12003
86225,24343,26130
86226,24343,16633
86227,24343,27699
86228,24343,29041
86229,24343,33915
86230,24343,34774
86231,24343,29452
86232,24343,30612
86233,24343,29805
86234,24343,21914
86235,24343,33737
86236,24343,25043
86237,28814,2397
86238,28814,3587
86239,28814,20173
86240,28814,11403
86241,28814,13718
86242,28814,16390
86243,28814,18954
86244,28814,21549
86245,28814,22638
86246,28814,7513
86247,28814,24814
86248,28814,27438
86249,28814,27931
86250,28814,20376
86251,28814,32961
86252,28814,28957
86253,28814,36298
86254,23690,24499
86255,23690,368
86256,23690,73
86257,23690,7990
86258,23690,9766
86259,23690,12461
86260,23690,14400
86261,23690,23576
86262,23690,13991
86263,23690,25454
86264,32459,618
86265,32459,1318
86266,32459,6573
86267,32459,4128
86268,32459,11388
86269,32459,35614
86270,32459,36995
86271,32459,15192
86272,32459,15531
86273,32459,22890
86274,32459,23604
86275,32459,27137
86276,32459,25482
86277,32459,29303
86278,32459,29885
86279,32459,31725
86280,35616,532
86281,35616,1145
86282,35616,1696
86283,35616,2900
86284,35616,3032
86285,35616,3157
86286,35616,3226
86287,35616,32885
86288,35616,4370
86289,35616,4817
86290,35616,29388
86291,35616,5634
86292,35616,5649
86293,35616,5903
86294,35616,2516
86295,35616,35483
86296,35616,7233
86297,35616,7459
86298,35616,7497
86299,35616,7602
86300,35616,35747
86301,35616,25883
86302,35616,8322
86303,35616,19089
86304,35616,32632
86305,35616,10085
86306,35616,10354
86307,35616,10713
86308,35616,11441
86309,35616,12737
86310,35616,33436
86311,35616,13609
86312,35616,13646
86313,35616,14038
86314,35616,14118
86315,35616,14298
86316,35616,15109
86317,35616,15321
86318,35616,16020
86319,35616,16371
86320,35616,16600
86321,35616,16733
86322,35616,17155
86323,35616,17356
86324,35616,8515
86325,35616,18554
86326,35616,19432
86327,35616,19533
86328,35616,19670
86329,35616,10559
86330,35616,6417
86331,35616,29041
86332,35616,26999
86333,35616,27315
86334,35616,27403
86335,35616,20188
86336,35616,28512
86337,35616,25422
86338,35616,29049
86339,35616,29115
86340,35616,29178
86341,35616,30612
86342,35616,6205
86343,35616,31367
86344,35616,31659
86345,35616,8645
86346,35616,31400
86347,35616,32961
86348,35616,33039
86349,35616,33107
86350,35616,33733
86351,35616,33915
86352,35616,171
86353,35616,2439
86354,35616,17633
86355,35616,34160
86356,35616,34774
86357,35616,34849
86358,35616,6483
86359,35616,35219
86360,35616,23695
86361,35616,12003
86362,35616,31768
86363,7740,480
86364,7740,1297
86365,7740,1757
86366,7740,2268
86367,7740,2321
86368,7740,37175
86369,7740,2597
86370,7740,24938
86371,7740,3000
86372,7740,3032
86373,7740,3756
86374,7740,3980
86375,7740,5634
86376,7740,6021
86377,7740,7006
86378,7740,7154
86379,7740,7462
86380,7740,7510
86381,7740,7882
86382,7740,8263
86383,7740,19738
86384,7740,8864
86385,7740,9239
86386,7740,9981
86387,7740,31384
86388,7740,25887
86389,7740,22452
86390,7740,28772
86391,7740,22779
86392,7740,13185
86393,7740,21504
86394,7740,20985
86395,7740,27925
86396,7740,13872
86397,7740,13757
86398,7740,22832
86399,7740,29442
86400,7740,16496
86401,7740,19928
86402,7740,16487
86403,7740,14790
86404,7740,36768
86405,7740,24905
86406,7740,14417
86407,7740,32149
86408,7740,25043
86409,7740,33366
86410,7740,7438
86411,7740,16724
86412,7740,10568
86413,7740,30757
86414,7740,6558
86415,7740,20282
86416,7740,14712
86417,7740,29685
86418,7740,28591
86419,7740,16020
86420,7740,25874
86421,7740,30582
86422,7740,27620
86423,7740,23209
86424,7740,32254
86425,7740,8645
86426,7740,35876
86427,7740,12525
86428,7740,26003
86429,7740,19225
86430,34840,157
86431,34840,972
86432,34840,1213
86433,34840,4025
86434,34840,4690
86435,34840,5903
86436,34840,6712
86437,34840,7037
86438,34840,7198
86439,34840,22854
86440,34840,7446
86441,34840,7807
86442,34840,8531
86443,34840,26200
86444,34840,10347
86445,34840,6581
86446,34840,31384
86447,34840,11388
86448,34840,12138
86449,34840,12306
86450,34840,12630
86451,34840,12954
86452,34840,13857
86453,34840,14110
86454,34840,35043
86455,34840,16616
86456,34840,27032
86457,34840,6872
86458,34840,19638
86459,34840,20282
86460,34840,34734
86461,34840,22452
86462,34840,23714
86463,34840,23767
86464,34840,24130
86465,34840,26130
86466,34840,27097
86467,34840,28072
86468,34840,30163
86469,34840,36839
86470,34840,30372
86471,34840,30782
86472,34840,31368
86473,34840,31643
86474,34840,31813
86475,34840,32961
86476,34840,11553
86477,34840,33525
86478,34840,16259
86479,34840,35949
86480,34840,36860
86481,34840,37145
86482,34840,37075
86483,27367,35369
86484,27367,31604
86485,27367,5546
86486,27367,5743
86487,27367,35483
86488,27367,19738
86489,27367,8717
86490,27367,9239
86491,27367,10713
86492,27367,13609
86493,27367,14483
86494,27367,35043
86495,27367,21376
86496,27367,19968
86497,27367,15634
86498,27367,21418
86499,27367,22299
86500,27367,23133
86501,27367,23334
86502,27367,24347
86503,27367,24609
86504,27367,2328
86505,27367,6182
86506,27367,25938
86507,27367,13991
86508,27367,32289
86509,27367,36790
86510,27367,33952
86511,6073,11635
86512,6073,896
86513,6073,32126
86514,6073,4382
86515,6073,11079
86516,6073,8784
86517,6073,22104
86518,6073,24654
86519,6073,27966
86520,11635,15472
86521,11635,22832
86522,11635,21857
86523,896,13463
86524,896,14104
86525,896,27966
86526,32126,29421
86527,32126,2959
86528,32126,3233
86529,32126,3658
86530,32126,14366
86531,32126,16122
86532,32126,25572
86533,32126,22442
86534,32126,31114
86535,4382,29421
86536,4382,1238
86537,4382,4117
86538,4382,7104
86539,4382,30943
86540,4382,17850
86541,4382,24979
86542,4382,20945
86543,4382,5688
86544,4382,23376
86545,4382,14832
86546,4382,16122
86547,4382,28660
86548,4382,36572
86549,4382,20236
86550,4382,26031
86551,4382,9182
86552,4382,22950
86553,4382,16626
86554,4382,11244
86555,4382,27037
86556,4382,27774
86557,4382,24929
86558,4382,18945
86559,4382,7357
86560,4382,4916
86561,4382,5951
86562,4382,20276
86563,4382,13352
86564,4382,25249
86565,4382,5362
86566,4382,25630
86567,4382,22074
86568,4382,22301
86569,4382,10631
86570,4382,22389
86571,4382,6825
86572,4382,29283
86573,4382,31318
86574,4382,35590
86575,4382,22899
86576,11079,647
86577,11079,29421
86578,11079,950
86579,11079,1620
86580,11079,5252
86581,11079,19326
86582,11079,7049
86583,11079,7104
86584,11079,25630
86585,11079,23903
86586,11079,25279
86587,11079,17251
86588,11079,23066
86589,11079,15025
86590,11079,14205
86591,11079,11573
86592,11079,34979
86593,11079,32066
86594,11079,21768
86595,11079,17219
86596,11079,20840
86597,11079,27322
86598,11079,20236
86599,11079,18351
86600,11079,28426
86601,11079,20088
86602,11079,36337
86603,11079,31695
86604,11079,9373
86605,11079,20027
86606,11079,29589
86607,11079,17355
86608,8784,1785
86609,8784,24910
86610,8784,2799
86611,8784,30389
86612,8784,7104
86613,8784,7670
86614,8784,25630
86615,8784,33082
86616,8784,25249
86617,8784,9705
86618,8784,22899
86619,8784,35703
86620,8784,12530
86621,8784,20236
86622,8784,166
86623,8784,9645
86624,8784,36943
86625,8784,23899
86626,8784,12117
86627,8784,26116
86628,8784,12041
86629,8784,14921
86630,8784,15405
86631,8784,17980
86632,8784,13152
86633,8784,32866
86634,22104,708
86635,22104,6567
86636,22104,11573
86637,22104,13122
86638,22104,15686
86639,22104,28837
86640,22104,24922
86641,22104,36334
86642,22104,35653
86643,24654,7995
86644,24654,17429
86645,24654,25630
86646,24654,24033
86647,24654,26660
86648,24654,6522
86649,27966,2538
86650,27966,8006
86651,27966,9960
86652,27966,10258
86653,27966,17455
86654,27966,18993
86655,27966,23947
86656,27966,24234
86657,27966,14456
86658,27966,15713
86659,27966,28337
86660,27966,37471
86661,38,717
86662,38,23060
86663,38,253
86664,38,22452
86665,38,1766
86666,38,36746
86667,38,14701
86668,38,25314
86669,38,10281
86670,38,8409
86671,38,18028
86672,38,1524
86673,38,9804
86674,38,34992
86675,38,11439
86676,38,34536
86677,38,26644
86678,38,9677
86679,38,31518
86680,38,1396
86681,38,32139
86682,38,26196
86683,38,11175
86684,38,13632
86685,38,13189
86686,38,32309
86687,38,5823
86688,38,20191
86689,38,24921
86690,38,29052
86691,38,6301
86692,38,21943
86693,38,10595
86694,38,18403
86695,38,18204
86696,38,29218
86697,38,20773
86698,38,19744
86699,38,11041
86700,38,27867
86701,38,25774
86702,38,21358
86703,38,3252
86704,38,29387
86705,38,24541
86706,38,8646
86707,38,35388
86708,38,18725
86709,38,37463
86710,38,12506
86711,38,22950
86712,38,28930
86713,38,14483
86714,38,5323
86715,38,10320
86716,38,16958
86717,38,30010
86718,38,35371
86719,38,29421
86720,38,16798
86721,38,21957
86722,38,32180
86723,38,17230
86724,38,8416
86725,38,24347
86726,38,12265
86727,38,24033
86728,38,29961
86729,38,13629
86730,38,28322
86731,38,16127
86732,38,22491
86733,38,22024
86734,38,393
86735,38,31756
86736,38,11010
86737,38,30046
86738,38,6645
86739,38,15295
86740,38,5487
86741,38,22642
86742,38,20236
86743,38,8921
86744,38,1264
86745,38,17133
86746,38,25249
86747,38,19459
86748,38,814
86749,38,22415
86750,38,8831
86751,38,14131
86752,38,34426
86753,38,17139
86754,38,22292
86755,38,5506
86756,38,30384
86757,38,23711
86758,38,31346
86759,38,12393
86760,38,11991
86761,38,24965
86762,38,1003
86763,38,34563
86764,38,28487
86765,38,22899
86766,38,20836
86767,717,24347
86768,717,15814
86769,717,25239
86770,717,27146
86771,717,27024
86772,717,1737
86773,23060,848
86774,23060,1762
86775,23060,2281
86776,23060,4333
86777,23060,4350
86778,23060,6084
86779,23060,1003
86780,23060,25079
86781,23060,7173
86782,23060,7721
86783,23060,27007
86784,23060,7956
86785,23060,8770
86786,23060,9884
86787,23060,18945
86788,23060,10595
86789,23060,10918
86790,23060,12168
86791,23060,33216
86792,23060,31797
86793,23060,12648
86794,23060,13284
86795,23060,19873
86796,23060,22353
86797,23060,22449
86798,23060,22504
86799,23060,32753
86800,23060,31229
86801,23060,23818
86802,23060,24560
86803,23060,25291
86804,23060,22130
86805,23060,31681
86806,23060,36953
86807,23060,29212
86808,23060,30379
86809,23060,34848
86810,23060,31478
86811,23060,23932
86812,23060,32188
86813,23060,34536
86814,23060,25201
86815,23060,35388
86816,23060,26223
86817,23060,27283
86818,23060,23576
86819,253,3447
86820,253,3744
86821,253,6193
86822,253,6470
86823,253,6763
86824,253,8493
86825,253,9572
86826,253,29990
86827,253,11233
86828,253,11813
86829,253,12393
86830,253,12741
86831,253,12793
86832,253,13857
86833,253,16788
86834,253,18037
86835,253,19497
86836,253,34027
86837,253,20180
86838,253,23541
86839,253,14864
86840,253,24645
86841,253,26239
86842,253,8448
86843,253,28859
86844,253,28481
86845,253,34973
86846,253,12118
86847,253,32048
86848,253,34094
86849,253,29052
86850,253,22302
86851,253,32672
86852,253,25314
86853,253,28752
86854,253,33072
86855,253,26224
86856,253,35866
86857,22452,848
86858,22452,3455
86859,22452,33229
86860,22452,1164
86861,22452,1213
86862,22452,1350
86863,22452,31217
86864,22452,1696
86865,22452,1737
86866,22452,1876
86867,22452,2118
86868,22452,2285
86869,22452,24938
86870,22452,3352
86871,22452,3425
86872,22452,20529
86873,22452,3789
86874,22452,4298
86875,22452,5404
86876,22452,37581
86877,22452,25434
86878,22452,5465
86879,22452,5634
86880,22452,25503
86881,22452,6005
86882,22452,32024
86883,22452,25
86884,22452,6223
86885,22452,6280
86886,22452,6301
86887,22452,6383
86888,22452,2516
86889,22452,6551
86890,22452,5315
86891,22452,7037
86892,22452,7170
86893,22452,7187
86894,22452,22854
86895,22452,7398
86896,22452,7446
86897,22452,7473
86898,22452,7707
86899,22452,7882
86900,22452,8005
86901,22452,19684
86902,22452,25883
86903,22452,8263
86904,22452,26418
86905,22452,32415
86906,22452,8625
86907,22452,8679
86908,22452,8724
86909,22452,8753
86910,22452,8831
86911,22452,8864
86912,22452,32689
86913,22452,9092
86914,22452,19089
86915,22452,9453
86916,22452,26200
86917,22452,9875
86918,22452,1084
86919,22452,18945
86920,22452,29564
86921,22452,10595
86922,22452,10671
86923,22452,31384
86924,22452,34689
86925,22452,11046
86926,22452,11124
86927,22452,34449
86928,22452,11374
86929,22452,11406
86930,22452,11822
86931,22452,11917
86932,22452,11983
86933,22452,12138
86934,22452,12272
86935,22452,12731
86936,22452,12920
86937,22452,13078
86938,22452,13177
86939,22452,13210
86940,22452,13354
86941,22452,13757
86942,22452,13857
86943,22452,13952
86944,22452,27620
86945,22452,14161
86946,22452,14277
86947,22452,14381
86948,22452,14519
86949,22452,14701
86950,22452,14831
86951,22452,14936
86952,22452,15140
86953,22452,15460
86954,22452,15555
86955,22452,15602
86956,22452,15883
86957,22452,16264
86958,22452,16341
86959,22452,16431
86960,22452,16600
86961,22452,16827
86962,22452,32331
86963,22452,8515
86964,22452,17725
86965,22452,17962
86966,22452,15238
86967,22452,18237
86968,22452,18258
86969,22452,18290
86970,22452,18486
86971,22452,18728
86972,22452,2302
86973,22452,34315
86974,22452,3841
86975,22452,4881
86976,22452,19324
86977,22452,6872
86978,22452,19533
86979,22452,19568
86980,22452,19819
86981,22452,19910
86982,22452,8646
86983,22452,34734
86984,22452,20915
86985,22452,21034
86986,22452,15757
86987,22452,21578
86988,22452,20387
86989,22452,21803
86990,22452,22204
86991,22452,22337
86992,22452,28859
86993,22452,31368
86994,22452,31659
86995,22452,24409
86996,22452,2979
86997,22452,19504
86998,22452,34536
86999,22452,33397
87000,22452,23837
87001,22452,28962
87002,22452,16259
87003,22452,22643
87004,22452,32961
87005,22452,31041
87006,22452,16959
87007,22452,22914
87008,22452,30016
87009,22452,35514
87010,22452,30163
